职位,薪水,经验,学历,关键词,工作地址
客休区服务员,5000-6000元,1年以下,高中,"职位描述
汽车4S店
咖啡店
甜品店
五险一金
免费工装
工龄奖金
节日福利
瑞幸
岗位职责
• 热情迎接客户，引导客户至客休区就座。
• 提供饮品、杂志、报纸等，满足客户的基本需求。
• 保持客休区的整洁、卫生，定期清理桌面、地面等。
• 关注客户需求，及时提供帮助和支持。
• 协助销售部门组织客户活动，如试驾、讲座等。
• 负责活动现场的布置和服务工作。
• 负责客休区饮品、小吃等库存的管理和补充。
任职要求
1. 高中及以上学历。
2. 有相关服务行业工作经验者优先。
3. 具备良好的沟通能力和服务意识。","工作地点
朝阳区鸿蒙智行用户中心(北京姚家园)
查看地图"
员工餐厅服务员,3000-4000元·13薪,经验不限,学历不限,"职位描述
中餐厅
五险一金
1.负责餐厅打扫卫生；
2.负责餐厅食物售卖。","工作地点
内蒙古自治区鄂尔多斯市鄂托克旗棋盘井镇
查看地图"
简单服务员接寒假短期工盖实习证明人走账清,5000-7000元,经验不限,学历不限,"职位描述
全勤奖金
包吃包住
加班补贴
1. 负责便利店日常运营
2. 与顾客进行有效沟通
3. 处理顾客投诉
4. 维护店内秩序
可接收全职、兼职、寒暑假工。
急聘~提供吃住！！！
面试通过，当天办理入职，当天安排入住。
【公司直聘】入职无任何费用，每月薪资有保障，全城就近安排。
入职即可预支工资，入职有专人带教，快速上手，收入稳定。
【工作时间】8小时工作制，月休4天，时间灵活。
【工作要求】年满18周岁，男女不限，身体健康，无犯罪记录，工作态度端正。罪记录，工作态度端正。","工作地点
深圳龙岗区爱联中心市场
查看地图"
北京肯德基总部直招/丰台区/北京南站肯德基-全职兼职服务员 就近分配/86001487,4001-5000元,经验不限,高中,"职位描述
餐饮服务
洗碗工
客房服务
传菜员
西餐厅服务员
卫生清洁
迎宾
食品健康证（A类）
餐饮服务
肯德基总部直聘全职兼职服务员，肯德基门店就近分配，时间地点你决定，上班全都看心情，欢迎您的加入！
【工作地点】：肯德基门店就近分配，您可以地图搜索您上班方便的肯德基门店
【福利待遇】：
1、肯德基门店就近分配，无试用期，无押金
2、上班员工享受企业内部专享特惠员工餐
3、工作时间灵活，长短期均可，根据您的空闲时间和餐厅需求进行排班，5-8小时均可，月工作175小时享受额外的月度全勤奖
4、法定节假日三倍薪资，全职可享带薪年假、病假、婚假、产假等
5、学生兼职可提供实习证明，体验制度成熟的管理运作模式，有广阔的发展空间，大专学历在毕业前可升迁为储备经理
6、享有高颜值的工作环境，免费提供时尚高颜值制服，全方位开放的中央空调，冬暖夏凉，员工休息室内冰箱，饮水机，微波炉，数字电视，wifi上网一应俱全
职位福利：五险一金、带薪年假、节日福利、弹性工作、夜班津贴、免费培训、兼职全职皆可

职位亮点：餐饮服务卫生清洁宴会服务西餐厅服务","工作地点
丰台区北京南站
查看地图"
负责验房拍照日结200+提供住宿或就近分配,5000-6000元,经验不限,学历不限,"职位描述
房产
咖啡厅
普工
中餐厅
服务员
就近分配
包吃包住
五险一金
交通补助
全勤奖
带薪年假
月入6500-8500左右
工作位置：长春市内就近分配，提供免费食宿
工作内容：给房屋拍照片，如卧室，厨房，洗手间，拍照录入系统即可
工作时间：早8点半-晚6点，轻松自由，宝妈可接送孩子，免费培训，国内外旅游，工作氛围轻松，赚钱快，让你真正实现钱多事少离家近！！！
职位福利：绩效奖金、包吃、包住、弹性工作、房补、不加班、团队气氛活泼、多次晋升机会

职位亮点：月入6500-8500左右","工作地点
宽城区住邦城市广场全长春就近分配
查看地图"
（J61439）北京肯德基总部直招/丰台区/云岗肯德基-全职兼职服务员 就近分配/86001096,4001-5000元,经验不限,高中,"职位描述
餐饮服务
洗碗工
客房服务
传菜员
西餐厅服务员
卫生清洁
迎宾
食品健康证（A类）
餐饮服务
肯德基总部直聘全职兼职服务员，肯德基门店就近分配，时间地点你决定，上班全都看心情，欢迎您的加入！
【工作地点】：肯德基门店就近分配，您可以地图搜索您上班方便的肯德基门店
【福利待遇】：
1、肯德基门店就近分配，无试用期，无押金
2、上班员工享受企业内部专享特惠员工餐
3、工作时间灵活，长短期均可，根据您的空闲时间和餐厅需求进行排班，5-8小时均可，月工作175小时享受额外的月度全勤奖
4、法定节假日三倍薪资，全职可享带薪年假、病假、婚假、产假等
5、学生兼职可提供实习证明，体验制度成熟的管理运作模式，有广阔的发展空间，大专学历在毕业前可升迁为储备经理
6、享有高颜值的工作环境，免费提供时尚高颜值制服，全方位开放的中央空调，冬暖夏凉，员工休息室内冰箱，饮水机，微波炉，数字电视，wifi上网一应俱全

职位福利：五险一金、带薪年假、节日福利、弹性工作、夜班津贴、免费培训、兼职全职皆可

职位亮点：餐饮服务卫生清洁宴会服务西餐厅服务","工作地点
北京丰台区云岗北区(公交站)
查看地图"
氛围超轻松的服务员（双休）,6000-7000元,经验不限,学历不限,"职位描述
甜品店
【工作内容】
1、负责门店顾客接待，收银，商品陈列
2、以及简单的面包烘焙学习和糕点裱花学习
3、接受无经验小白
【上班时间】
门店营业时间：9:00-22:00之间排班8小时双休
月标准工时174小时
【薪资福利】
1、底薪4500-4800，面试定薪，绩效300-800元
2、加班费24元/小时
3、免费蛋糕面包等福利","工作地点
北京朝阳区国贸1
查看地图"
（兼职）餐饮服务员,1800-2500元,经验不限,初中及以下,职位描述中餐厅工作内容:1、撤盘、洗碗等工作内容任职要求： 1、品行端正，能吃苦耐劳，初中及以上学历   2、 工作时间段：11：30-15：30     3、按小时计费，每小时24元  4、工作地点：崂山区海信国际,"工作地点
青岛崂山区亚惠美食(海信玺悦汇店)
查看地图"
餐饮服务员,5000-6000元,3-5年,学历不限,"职位描述
中餐厅
五险
岗位职责：
1. 负责餐厅顾客的服务工作，包括接待客人、点餐、送餐等。
2. 维护餐厅的卫生与秩序，确保顾客用餐环境舒适。
3. 协助餐厅管理人员做好日常运营工作。
岗位要求：
1. 具备良好的服务意识和态度。
2. 有一定的餐饮服务经验者优先。
3. 身体健康，品行端正，能够适应快节奏的工作环境。","工作地点
成都武侯区大千云餐饮文化有限公司武侯大道顺江段77号汇点广场3座4楼5号
查看地图"
餐饮服务员,4000-5000元,八经,经验不限,"职位描述
火锅店
奶茶店
咖啡店
全勤奖金
节日福利
工作内容:
1、按照主管安排认真做好桌椅、餐厅卫生，准备好各种用品，确保正常营业使用
2、接待顾客应主动、热情、礼貌、耐心、周到
3、运用礼貌语言，为客人提供最佳服务
4、善于向顾客介绍和推销本餐厅饮品及特色菜品
5、配合主管工作，服从主管或以上领导指挥，团结及善于帮助同事工作；
6、积极参加培训，不断提高服务技能。
任职资格：
1、品行端正，能吃苦耐劳","工作地点
沈阳和平区低卡博士新轻食(和平店)
查看地图"
高端海鲜餐厅服务员（年后放假）,6000-7000元,经验不限,学历不限,"职位描述
中餐厅
西餐厅
火锅店
包吃包住
节日福利
免费工装
前厅服务员
要求：形象好 讲卫生 有拼搏的想法 服务过包厢优先
上班时间：
做6休1
早班：10～14，16～21.30
晚班：14～23
薪资：5500-6500 ，有酒水提成，奖金 ，固定团建
要求：男女不限，年龄23岁以上，春节除夕前不回家，除夕后可以排班回家","工作地点
上海黄浦区浦江美厨(黄浦滨江店)浦江美厨(黄浦滨江店)
查看地图"
日料店服务员/后厨包吃住可以就近安排门店,4000-5000元,经验不限,学历不限,职位描述日料包吃包住  不用担心远每个区都有门店可以就近安排  岗位职责  楼面服务员：收拾餐桌餐具，摆台，保持卫生清洁、招待客人。  后厨：寿司制作，后厨日常工作    【工作要求】：   1、年龄18－30岁、（无纹身染发，头发颜色不能过于鲜艳）              4100-5000元、具体面议    包吃住、不住宿有房补500元，        加班费：基本工资折算小时，再计算对应的倍数和工时              轮班制，早班09:00-18:00/中班11:00-20:00/晚班14:00-23:00打烊。9小时班制，中间有1个小时用餐时间，实际当班时间8小时，做六休一，月休4-5天。,"工作地点
深圳福田区印力中心2
查看地图"
（J56197）北京肯德基总部直招/朝阳区/科荟路 肯德基-全职兼职服务员 就近分配/86001283,4001-5000元,经验不限,高中,"职位描述
餐饮服务
洗碗工
客房服务
传菜员
西餐厅服务员
卫生清洁
迎宾
食品健康证（A类）
餐饮服务
肯德基总部直聘全职兼职服务员，肯德基门店就近分配，时间地点你决定，上班全都看心情，欢迎您的加入！
【工作地点】：肯德基门店就近分配，您可以地图搜索您上班方便的肯德基门店
【福利待遇】：
1、肯德基门店就近分配，无试用期，无押金
2、上班员工享受企业内部专享特惠员工餐
3、工作时间灵活，长短期均可，根据您的空闲时间和餐厅需求进行排班，5-8小时均可，月工作175小时享受额外的月度全勤奖
4、法定节假日三倍薪资，全职可享带薪年假、病假、婚假、产假等
5、学生兼职可提供实习证明，体验制度成熟的管理运作模式，有广阔的发展空间，大专学历在毕业前可升迁为储备经理
6、享有高颜值的工作环境，免费提供时尚高颜值制服，全方位开放的中央空调，冬暖夏凉，员工休息室内冰箱，饮水机，微波炉，数字电视，wifi上网一应俱全

职位福利：五险一金、带薪年假、节日福利、弹性工作、夜班津贴、免费培训、兼职全职皆可

职位亮点：餐饮服务卫生清洁宴会服务西餐厅服务","工作地点
北京朝阳区科荟路东口(公交站)
查看地图"
人事专员,3000-4000元,1-3年,学历不限,"职位描述
酒店
岗位职责： 1、按时到岗，接受主管分配的任务。 2、做好所辖区域环境、物品设备、餐具用具的卫生清洁工作。 3、做好开餐前的各项准备工作，及时按要求补充各种物品。 4、按照标准和要求，规范摆台，布置餐厅，了解预定及菜品酒水信息。 5、按照餐厅规定的服务标准和程序细心周到地做好各个环节（如迎客、点菜、巡台、起菜、买单、送客等）的对客服务工作。 任职要求： 1.身材相貌佳，无纹身，无犯罪记录。","工作地点
安阳市-林州市-红旗渠大道12号楼
查看地图"
